Time	phi	a	y	
12.4	7.133004065455598	0.6190974265428473	0.3319376100491259
12.6	6.954097231620844	0.7029794321066873	0.5551001749880959
12.8	6.806795499846095	0.30103724315004854	0.6000133117118106
13	6.491247096492433	0.38710172755012096	0.4666770202203013
13.200000000000001	6.533312644856768	0.8888862225635563	0.3333407287287732
13.4	6.933052302967164	0.7211508369670661	0.200004437237264
13.6	7.080379742784518	0.4065761168516424	0.06666814574575464
13.8	5.839514380089858	0.19281533647266258	0.1454222714012018
14	4.715880287748048	0.34273344349404766	0.4362668142036055
14.200000000000001	6.407122847324135	0.7614324122295457	0.727111357006009
14.4	6.817316069631631	0.35331800208613373	1.017955899808413
14.6	6.301980220935731	0.5076216081531193	1.308800442610816
14.8	6.754194895961215	0.5589498753557187	1.734075111485112
15	7.196158444169027	0.5312997279745879	2.293779906431379
15.200000000000001	6.996188929897443	0.6605196828980198	2.853484701377646
15.4	7.175106352511541	0.4232525518410135	3.413189496323913
15.6	6.7436752225554	0.42593087403455243	3.97289429127018
15.8	5.976125227937257	0.5699450130665085	3.970047445712046
16	5.240777928304119	0.29573789407200124	3.404648959649512
16.2	3.530521534004623	0.32298166926594263	2.839250473586977
16.4	1.87470319257429	-0.23415044476253755	2.273851987524443
16.6	0.7958869430528396	-0.04515625340495433	1.708453501461908
16.8	0.6073820485655418	-0.04109463906099009	1.635296860037501
17	0.9215599322470406	0	2.054382063251199
17.2	0.9110870774473754	0	2.473467266464898
17.400000000000002	1.026289629912203	-0.16676888783351274	2.892552469678537
17.6	1.099601744036652	0.16731003926553356	3.311637672892236
17.8	1.403336829965091	-0.25101774997198234	3.620131129469432
18	2.010890279095925	0.17342214196203187	3.818032839410241
18.2	1.927081991009134	-0.10775640233893213	4.015934549350995
18.400000000000002	2.042319108808704	-0.08012045278649182	4.213836259291804
18.6	2.629071341864477	0.2841416160254795	4.411737969232557
18.8	2.524282050990261	-0.06532341603948666	4.243498395482773
19	2.974918194250066	0.2598765965505123	3.709117538042548
19.2	2.81770676109804	-0.12614796534107242	3.174736680602172
19.400000000000002	3.593433108198111	0.3606141967035015	2.640355823161947
19.6	4.338116129891653	0.2621317150385494	2.105974965721571
19.8	4.505995417214245	0.36561145161844166	1.812789327784707
20	4.621427075650235	0.2392855710949604	1.760798909351213
20.2	4.988792886027039	0.5193428886264506	1.708808490917718
20.400000000000002	5.765963721203343	0.5824806415930084	1.656818072484217
20.6	5.513836743306504	0.49982203403793335	1.604827654050723
20.8	5.02028749533542	0.23800762379195817	1.535043928682995
21	5.377297341272552	0.2876805363564827	1.447466896381029
21.2	5.31428592849154	0.21650044908856358	1.359889864079075
21.400000000000002	5.765963721203343	0.3861991995074199	1.272312831777122
21.6	5.90256281092058	0.2239423626140713	1.184735799475156
21.8	6.522796042494862	0.620773602069491	1.137618924360872
22	6.649004819851504	0.5359093228174849	1.130962206434256
22.2	6.407122847324135	0.3885455688095618	1.124305488507642
22.400000000000002	5.713431347405488	0.32155730394105575	1.117648770581027
22.6	5.797484666206454	0.3183027440564423	1.110992052654411
22.8	6.081225595744661	0.43184608877098185	0.9505898614268966
23	6.112758305937285	0.3435589627289737	0.6364421968984375
23.2	5.618880975300832	0.19384804163351532	0.3222945323699784
23.400000000000002	5.53484461186819	0.6055415159989863	0.00814686784156371
23.6	5.955106740302081	0.2965497278455409	-0.3060007966868954
23.8	6.007653946516498	0.2851329274065506	-0.3500990203102387
24	5.419307312262817	0.28362253659448555	-0.1241478030285105
24.2	5.177775569114755	0.3248133191729785	0.1018034142532177
24.400000000000002	5.177775569114755	0.2754867257530158	0.3277546315349776
24.6	4.904812070502189	0.33575890483801274	0.5537058488167057
24.8	4.191241804078907	0.34691324456801453	0.6000133117118203
25	4.01291861212884	0.20960861663343877	0.4666770202203026
25.2	3.803159153462072	0.2353383299459999	0.3333407287287848
25.400000000000002	3.257936324761474	0.19437460187194944	0.2000044372372672
25.6	2.96443698350907	0.12395895055599127	0.06666814574574953
25.8	2.534760726982757	0.13060703526299733	0.02696957086097463
26	2.660509243834154	0.02166709872302164	0.08090871258293149
26.2	2.377586299226623	0.15135552583851464	0.1348478543048884
26.400000000000002	2.39854219434991	0.1951398946880012	0.1887869960268376
26.6	2.524282050990261	0.14904602068002148	0.2427261377487945
26.8	2.670988660969216	0.06450017293300192	0.3760712349269809
27	2.450932857320009	0	0.5888222875614344
27.2	2.272809917327622	0	0.801573340195858
27.400000000000002	2.168038522837213	0.11970346074594573	1.014324392830282
27.6	2.388064220585277	0	1.227075445464735
27.8	2.304242297747401	-0.021440156668006694	1.186970541144886
28	2.220423611040439	0.14355858569645719	0.894009679870724
28.2	2.021366511238524	0.14347529583549345	0.601048818596603
28.400000000000002	2.618592156918693	0.08169028927449418	0.308087957322482
28.6	2.157561648835292	-0.021615950350017954	0.01512709604831963
28.8	1.581400109429629	-0.3670339314645332	-0.2127038095440659
29	1.759473415093918	0	-0.375404759454739
29.2	2.39854219434991	0.12911899196197396	-0.5381057093653892
29.400000000000002	1.87470319257429	-0.08561098369002096	-0.7008066592760392
29.6	1.434759082975295	0.10571102144050215	-0.8635076091867123
29.8	1.623298766907865	0.30433085442007624	-1.043584917776145
30	1.748998216986022	0.1501122377330688	-1.241038585044389
30.2	1.623298766907865	0	-1.438492252312632
30.400000000000002	1.790899241946559	0.04058380817895113	-1.635945919580876
30.6	1.675672891757092	-0.04136273484700581	-1.833399586849119
30.8	1.76994865180333	-0.06531109290150994	-2.021951267400401
31	1.539502007034008	-0.08637794198147475	-2.201600961234775
31.2	1.51855315939415	-0.13034966860701047	-2.38125065506915
31.400000000000002	1.424284967470779	0.17185028064901076	-2.560900348903524
31.6	1.570925532366492	0.18347595824348417	-2.740550042737897
31.8	1.602349367863791	-0.08191147378795449	-2.648527795492199
32	1.539502007034008	0.04319332966753464	-2.284833607166403
32.2	1.633773519733406	0.1078070915250251	-1.921139418840607
32.4	2.450932857320009	0.10271445227196807	-1.557445230514811
32.6	1.633773519733406	-0.040899101145974726	-1.193751042189015
32.8	1.350967020910385	0.04435126310653459	-1.079998949395947
33	1.759473415093918	0.09876038955694	-1.216188952135577
33.2	1.937557876620053	0.08980996432201849	-1.352378954875207
33.4	1.790899241946559	0.21586140495903905	-1.488568957614837
33.6	1.906130346401282	0.20638828079704297	-1.624758960354467
33.8	1.811849989255447	0.08040324535292243	-1.675945555028191
34	1.97946184647751	0.10924509097502977	-1.642128741636024
34.2	2.136608042629297	-0.03091330517452917	-1.608311928243862
34.4	2.052795474696397	-0.018176852797502363	-1.57449511485169
34.6	1.790899241946559	-0.125516872453435	-1.540678301459527
34.800000000000004	2.063271885625906	0.026381221905502628	-1.458321243942165
35	2.220423611040439	0.20890998372156133	-1.327423942299528
35.2	2.14708482217602	0.0916360113800252	-1.196526640656965
35.4	1.906130346401282	0.07676977952097985	-1.065629339014328
35.6	2.063271885625906	0.026699324880929964	-0.9347320373717647
35.800000000000004	1.989937946945462	0.12066466137401477	-0.8490231936411605
36	1.675672891757092	0.1161923677690524	-0.8085028078225779
36.2	2.14708482217602	0.19328588020499637	-0.7679824220040066
36.4	2.377586299226623	0.0015413646499595757	-0.7274620361854351
36.6	2.168038522837213	-0.07079300354302376	-0.6869416503668524
36.800000000000004	1.319545492941524	-0.09062476741501513	-0.6226699397473999
37	1.832800895569789	0.09995174808947738	-0.534646904327091
37.2	2.251855246801615	0.23582200058402947	-0.4466238689067573
37.4	1.738523057249684	0.0999906725140498	-0.3586008334864484
37.6	1.424284967470779	0.10091850454143625	-0.2705777980661396
37.800000000000004	1.707097805970477	0.30285337683348956	-0.3188020709108767
38	1.87470319257429	0.3698488184430637	-0.5032736520206849
38.2	1.549976481398581	0.37503671811505157	-0.6877452331304929
38.4	1.87470319257429	0.30198021834255684	-0.872216814240353
38.6	2.063271885625906	0.023402166025476845	-1.056688395350161
38.800000000000004	1.162441636688883	0.06699106712799718	-1.218590676461412
39	1.361440922531077	-0.040262780628985695	-1.357923657574145
39.2	0.8796686320335818	-0.18010112314250648	-1.497256638686839
39.4	0.5864373512295896	-0.11402731328349347	-1.636589619799533
39.6	1.120548275990104	-0.09402130955402654	-1.775922600912266
39.800000000000004	1.099601744036652	-0.13820698915498753	-1.848346509977313
40	0.963451555881139	-0.07702476517295054	-1.853861346994711
40.2	0.8168322559621152	0.21487973465204036	-1.859376184012111
40.4	0.9739245140473115	0.15669857619498018	-1.86489102102951
40.6	1.246229596728961	-0.12820819156251773	-1.870405858046908
40.800000000000004	1.413810883210664	-0.14990133389645166	-1.819192046078248
41	0.03141592756944053	-0.0507014697459951	-1.711249585123497
41.2	-0.8377776405367181	0.22553798100251043	-1.603307124168778
41.4	-0.4502979905158144	0.020264665659031067	-1.495364663214057
41.6	1.361440922531077	-0.07185868774541859	-1.387422202259307
41.800000000000004	-0.08377582369476254	-0.12402310773147462	-1.293513651571625
42	-0.06283186134013763	0.06565230687298751	-1.21363901115098
42.2	0.335104470726415	-0.07327068563203198	-1.133764370730336
42.4	2.168038522837213	0.06283092505299237	-1.053889730309669
42.6	2.849147909573085	0.0016350058825054248	-0.9740150898890245
42.800000000000004	0.3455765675465906	-0.12034172676704813	-1.17425761871429
43	-1.089128514354641	-0.32664812596845394	-1.65461731678533
43.2	0.6178544171014688	-0.4120777959360389	-2.13497701485637
43.4	0.8168322559621152	-0.19750614216054174	-2.615336712927411
43.6	0.8063595906641798	-0.09401657762149185	-3.095696410998451
43.800000000000004	0.3665207841549279	-0.03736929469750905	-3.341036323924965
44	0.984397493576065	0.3796381134675286	-3.351356451706819
44.2	2.96443698350907	0.7271778825185038	-3.361676579488676
44.4	1.193861924144444	0.25174801819654036	-3.371996707270529
44.6	4.76835791178683	0.3983554624399588	-3.382316835052384
44.800000000000004	2.733866402927209	0.24538789441406195	-3.143464095180042
45	3.100697882857225	-0.20145590788400725	-2.655438487653644
45.2	3.195039060267774	-0.45899378374851807	-2.167412880127245
45.4	1.80137459584031	-0.6095420958649456	-1.67938727260071
45.6	1.235756008457084	-0.7466086252274629	-1.191361665074311
45.800000000000004	0.7958869430528396	-0.7720531288720522	-0.7013986600067835
46	1.099601744036652	-0.6501869361405177	-0.2094982573982653
46.2	1.717572851971862	-0.27109294769802617	0.2824021452102528
46.4	4.002429817093494	-0.10367526540848715	0.7743025478187708
46.6	6.081225595744661	-0.2427796422689532	1.266202950427289
46.800000000000004	4.317132954260074	-0.06931180068452392	1.589389405010177
47	4.757862178266937	0.28717413830747773	1.74386191156739
47.2	5.5453487286797	0.2412700422024905	1.898334418124604
47.4	4.464023255748131	-0.4193357232405326	2.052806924681817
47.6	3.46761275087455	-0.591684284928018	2.207279431239031
47.800000000000004	4.002429817093494	-0.18786864791300317	2.78245683913142
48	4.443037764553703	-0.15512449864401034	3.778339148359224
48.2	4.086342658658668	-0.24531525293056688	4.774221457587028
48.4	4.033896466895356	-0.14849013609996575	5.770103766814831
48.6	4.264676671213376	0.2641564691209908	6.765986076042635
48.800000000000004	4.390575741200796	0.19831519418200827	7.584201858970593
49	4.380083626901256	-0.13705783420148165	8.224751115599165
49.2	5.041284453078035	-0.2462800272570398	8.865300372227559
49.4	6.617450663892948	0	9.505849628855952
49.6	6.459699437209919	0	10.14639888548452
49.800000000000004	6.37557858847013	0.11299079488997776	10.11761785677725
50	6.459699437209919	0.09070642504545035	9.41950654273431
50.2	6.838357660082815	0.333715024022041	8.721395228691172
50.4	6.585897819886958	0.27530578560499563	8.02328391464823
50.6	6.712117092870397	0.19919588337700134	7.32517260060529
50.800000000000004	6.522796042494862	-0.15482516133547009	6.867129037429408
51	6.627968569795003	-0.09021321166251539	6.64915322512071
51.2	6.543829391121882	-0.13305096523152926	6.431177412811888
51.4	6.438668376085389	0.1346502673115424	6.213201600503188
51.6	6.649004819851504	0	5.995225788194367
51.800000000000004	6.754194895961215	0.19003056374549132	5.671649408806312
52	6.501763268546281	0.4004936713675633	5.242472462339023
52.2	6.344035593220488	0.2452603850500168	4.813295515871613
52.4	6.354549784958909	0.15511800152099298	4.384118569404324
52.6	6.512279583802565	0.02207087657000173	3.954941622937034
52.800000000000004	6.627968569795003	0.04197713909199763	3.566357979558389
53	6.060204458685308	0.042044517869488374	3.218367639268509
53.2	6.249414126083801	0.08874647297547611	2.870377298978628
53.4	6.512279583802565	0.1481896096155566	2.522386958688748
53.6	6.123269478161508	-0.041998441185953084	2.174396618398867
53.800000000000004	5.597871147344319	-0.042850591010523686	1.867029449174298
54	3.142626604335115	-0.1585008465334603	1.60028545101504
54.2	0.3979371699327204	-0.35439449169754056	1.333541452855783
54.4	-0.8482503602728642	-0.5355619467525052	1.06679745469645
54.6	-1.162441636688883	-0.7105468925789893	0.8000534565371926
54.800000000000004	-1.403336829965091	-0.7983057913895308	0.6611426165621261
55	-1.183388469110943	-0.6433397581735001	0.6500649347712477
55.2	0.1047197933990305	-0.24417908705256508	0.6389872529803693
55.4	2.440454618072351	-0.040165554021065475	0.6279095711894941
55.6	3.373254700371751	0.19709091079649355	0.6168318893986157
55.800000000000004	3.488582038210624	0.15421184667596677	0.5517138159102678
56	3.195039060267774	-0.35248950728945516	0.4325553507244809
56.2	2.96443698350907	-0.31126780249550734	0.3133968855386941
56.4	3.174073869069205	-0.15626450862704644	0.1942384203529073
56.6	3.352287065374071	-0.12782371171802254	0.0750799551671204
56.800000000000004	2.922512788985457	-0.24566459893895498	0.01923128672240983
57	2.450932857320009	0.11149266130798807	0.02669241501880903
57.2	2.209946496873591	-0.044602773260482564	0.03415354331520824
57.4	1.361440922531077	-0.4450779899415558	0.04161467161160954
57.6	1.371914854017045	-0.26602410196749915	0.04907579990800874
57.800000000000004	1.424284967470779	-0.1382259596164559	0.1071602911490461
58	1.466181619253909	-0.04445021857151232	0.2158681453347523
58.2	1.560450989766109	0.24538789441406195	0.3245759995204279
58.4	1.497604445007407	-0.044302430906473234	0.4332838537061033
58.6	0.9739245140473115	-0.41994168356946915	0.5419917078918095
58.800000000000004	1.298597952741569	-0.11078853001293965	0.6033792172319411
59	1.005343517640374	-0.04443115465102565	0.6174463817265248
59.2	0.5654927053434498	-0.232681018986991	0.6315135462211086
59.4	-0.1570797618724367	0.0425487059884766	0.6455807107156922
59.6	-0.6702164676490757	-0.1054776184615136	0.6596478752102759
59.800000000000004	-1.099601744036652	-0.4433735032804975	0.6167644505703516
59.94	-1.76994865180333	0.014678969757131455	0.6803245615362407
60.14	3.373254700371751	0.3893900661924299	0.6944676262886956
60.34	3.247453269865316	0.5868699646906617	0.8060132804822974
60.54	3.771698161728802	0.4558645049660637	0.982493994303278
60.74	3.635375732874106	0.3494913139849398	1.158974708124259
60.94	3.478097356354841	0.5837434100315786	1.335455421945239
61.14	3.698292069649006	0.38692166205804845	1.51193613576622
61.34	3.572462270271069	0.28626955132406984	1.632673184529749
61.54	3.61440426178347	0.5394915733178074	1.716247789921603
61.74	4.537475577299597	0.40853453712843546	1.799822395313458
61.940000000000005	3.687805811808002	0.3026221264367912	1.883397000705336
62.14	4.128301226599506	0.22544026479112134	1.96697160609719
62.34	4.568956634890839	0.4057002713292235	2.055246483275476
62.54	4.002429817093494	0.2441086233451184	2.14665487497803
62.74	3.960475513878016	0.37277385752689796	2.238063266680585
62.940000000000005	4.138791094751853	0.19513870006924172	2.329471658383139
63.14	3.782185075824961	0.32391728243021944	2.420880050085694
63.34	3.603918645418069	0.18638097600152115	2.484894287141072
63.54	3.687805811808002	0.12951518960302444	2.530645754431636
63.74	3.090215873242413	0.1944457285502299	2.5763972217222
63.940000000000005	2.775786094598893	0.10576432266451441	2.622148689012763
64.14	2.304242297747401	0	2.667900156303327
64.34	2.073748341827296	0.19450287455589077	2.635037673566774
64.54	2.000414091074919	-0.0202854357947313	2.54976589081211
64.74	1.424284967470779	0.06516208852316296	2.464494108057471
64.94	1.235756008457084	0	2.379222325302831
65.14	1.288124225485872	-0.043188970990737374	2.293950542548167
65.34	1.51855315939415	0.10813241357117143	2.30877444151059
65.54	1.612824049694632	-0.02027087741427458	2.390328794951079
65.74	1.853751962729434	0.23819745721866958	2.471883148391544
65.94	2.126131309965025	0.08608673983530046	2.553437501832009
66.14	2.094701390965999	0.1645098362457631	2.634991855272498
66.34	2.052795474696397	-0.08693434718098914	2.58754813884131
66.54	2.084224843530635	0.0853112370053477	2.454105709162367
66.74	1.570925532366492	-0.12280050368107531	2.320663279483423
66.94	0.376992904402465	-0.15184987990508603	2.187220849804442
67.14	-0.6492716049375855	-0.4337273234220618	2.053778420125498
67.34	-1.099601744036652	-0.195101164420608	1.920367391077289
67.54	-1.309071708483509	-0.36936440051271724	1.786977295782877
67.74	-1.508078785659082	-0.29761169827473566	1.653587200488503
67.94	-1.309071708483509	-0.3266138323787082	1.520197105194092
68.14	-0.7435239622543861	-0.1520300229327809	1.386807009899718
68.34	-0.376992904402465	-0.19624053405262742	1.178539213075925
68.54	2.010890279095925	0.3478799694942136	0.9203529485658648
68.74	3.82413356523224	0.26008273328073095	0.662166684055805
68.94	4.09683216540606	0.414900364562687	0.4039804195457452
69.14	4.01291861212884	0.3248140174694658	0.1457941550356854
69.34	4.107321762157844	0.49814649144455103	-0.1619378867015784
69.54	3.949987156149953	0.26693993706810026	-0.5027004465901912
69.74	3.34180335840035	0.27819576738576934	-0.8434630064788038
69.94	2.629071341864477	0.19077474588575782	-1.184225566367417
70.14	2.251855246801615	0.23310957498501317	-1.524988126256029
70.34	1.97946184647751	0.04110826333985074	-1.701986145976598
70.54	1.696622797420849	0.10853910417902846	-1.769807805585093
70.74	1.068182126431121	-0.2893304247300499	-1.837629465193568
70.94	-0.2513279414623092	-0.22017786210422052	-1.905451124802044
71.14	-1.005343517640374	-0.43733735778257454	-1.973272784410538
71.34	-1.078655308562726	-0.4300050813007772	-2.000401448253928
71.54	-1.48713013720924	-0.5338097486192517	-2.000401448253928
71.74	-1.508078785659082	-0.3431532118055358	-2.000401448253928
71.94	-1.885178869078659	-0.6290290313496261	-2.000401448253928
72.14	-2.534760726982757	-0.614615711959754	-2.000401448253928
72.34	-2.81770676109804	-0.8235932318091166	-2.000401448253928
72.54	-4.715880287748048	-1.0372528248587365	-2.000401448253928
72.74	-6.7436752225554	-1.16401472183858	-2.000401448253928
72.94	-6.491247096492433	-1.0521822447087548	-2.000401448253928
73.14	-6.733155697727562	-1.1624916592527068	-2.000401448253928
73.34	-8.196897299049583	-1.2817855921809507	-1.920367391077272
73.54	-8.10202357813174	-1.288010222270719	-1.786977295782883
73.74	-8.861433461991188	-1.43101735569231	-1.653587200488495
73.94	-9.072557087902451	-1.3820133702392656	-1.520197105194106
74.14	-9.13590973780211	-1.3927478356703382	-1.386807009899717
74.34	-8.713693655978034	-1.5141524393918804	-1.200659058086339
74.54	-8.76645350598845	-1.3640589770201883	-0.9793392019270143
74.74	-9.516180179427616	-1.4033704328725305	-0.7580193457676897
74.94	-10.23522248255621	-1.3790422325941964	-0.5366994896083028
75.14	-10.22464091623765	-1.5231206546930665	-0.3153796334489782
75.34	-10.51042352656765	-1.386723814501556	-0.2796312629619495
75.54	-10.79637604286475	-1.471079781289908	-0.3675972162564056
75.74	-10.42572969715931	-1.443376399758134	-0.4555631695508616
75.94	-9.547881550107986	-1.3246516108122997	-0.5435291228453176
76.14	-9.16758878715967	-1.3173831879566444	-0.6314950761397737
76.34	-8.713693655978034	-1.2049447538650004	-0.666681457457566
76.54	-7.870170682461844	-1.1759358406276954	-0.666681457457566
76.74	-6.081225595744661	-0.9831633244289817	-0.666681457457566
76.94	-4.359099686821605	-0.8529747268338272	-0.666681457457566
77.14	-2.85962841716994	-0.7665404396675984	-0.666681457457566
77.34	-4.22271333285333	-0.7602268315704597	-0.6228174292890337
77.54	-4.558462848918258	-0.7601512484399248	-0.5497107156748339
77.74	-2.209946496873591	-0.20774129728290958	-0.476604002060634
77.94	5.177775569114755	-0.44236410321721703	-0.4034972884464135
78.14	6.785754809985366	0	-0.3303905748322136
78.34	5.871038014059648	0	-0.1547782319842774
78.54	5.650396645004068	0	0.08917119701944642
78.74	4.547969163131705	0	0.3331206260231703
78.94	5.53484461186819	0	0.5770700550268941
79.14	5.272280660758446	0	0.8210194840306179
79.34	5.52434061682129	0	0.9915092326484378
79.54	5.282781803177881	0	1.113025861009046
79.74	5.167275575801009	0	1.234542489369619
79.94	5.461319190577856	0	1.356059117730193
80.14	5.31428592849154	0	1.477575746090801
80.34	5.282781803177881	0	1.521025370216343
80.54	5.303784436812172	0	1.512430324851866
80.74	5.335289262736069	0	1.503835279487389
80.94	5.366795144801729	0	1.49524023412291
81.14	5.31428592849154	0	1.486645188758434
81.34	5.293283061785042	0	1.492478014512917
81.54	5.272280660758446	0	1.507929421013368
81.74	5.345791105765805	0	1.523380827513825
81.94	5.377297341272552	0	1.538832234014276
82.14	5.261779634294491	0	1.554283640514733
82.34	5.156775696120901	0	1.641576069370351
82.54	6.627968569795003	0	1.77676251312945
82.74	11.7402225390692	0	1.91194895688851
82.94	12.94159107640834	0.5208573286771246	2.047135400647571
83.14	14.10392136762475	1.3637166452095173	2.182321844406669
83.34	14.93796296044322	0.9883694756953665	2.387666165927873
83.54	14.65972853480241	0.9462101859968597	2.63978240595717
83.74	14.39240486375429	0.8962047362388259	2.891898645986397
83.94	14.31759048965913	0.8783763943997047	3.144014886015695
84.14	14.34965186512306	0.8970060844423977	3.396131126044993
84.34	14.48861798362579	0.8981994211917477	3.574353225459476
84.54	14.80951920329695	1.088399022910258	3.703312564464047
84.74	15.69892329828483	0.9833727266984504	3.832271903468617
84.94	16.60151837881129	1.1257096641372089	3.961231242473187
85.14	16.41864213495657	1.1759026539915007	4.090190581477758
85.34	17.02146861576108	1.1309179685114579	4.063820864392521
85.54	17.79830771691064	1.233490438398599	3.9338984432474
85.74	18.51224194621545	1.460109800132492	3.80397602210228
85.94	19.5974707739928	1.623078165861891	3.674053600957122
86.14	17.50675358485217	1.0235750197364446	3.544131179812001
86.34	9.473914632521918	0.14270093187884747	2.892773502204605
86.54	2.304242297747401	-0.40526967198388775	1.893792320288732
86.74	-0.2722720361110351	-0.3523346180706044	0.8948111383731407
86.94	-0.680688920940191	-0.7207599879607951	-0.1041700435424509
87.14	-2.608113029444442	-0.9835945663872359	-1.103151225458324
87.34	-7.722671856666937	-1.5735136387349469	-1.468939889316127
87.54	-13.86903101236526	-2.1503629264872037	-1.412600207802055
87.74	-17.46358503860193	-2.0817694514924545	-1.356260526287998
87.94	-17.2586204039345	-2.0192617210154973	-1.299920844773941
88.14	-14.76671526078927	-1.6675122357532435	-1.243581163259868
88.34	-8.745348986399213	-1.115915649462751	-0.538244643398077
88.54	-3.708778408713574	-0.9034864005931398	0.599756435362097
88.74	-1.581400109429629	-0.6136883542187388	1.737757514122271
88.94	-0.2722720361110351	-0.5024391172815945	2.875758592882445
89.14	0.9006142426317445	-0.35311273620164396	4.013759671642619
89.34	6.33352154118233	0.2837765989389007	6.585629085222372
89.54	12.32452135003726	0.8077958005645813	10.11341072201473
89.74	14.15732673975805	0.8329370358397759	13.64119235880709
89.94	14.93796296044322	0.8152602196562997	17.16897399559945
90.14	15.25928431163304	0.7901918788541518	20.69675563239181
90.34	15.22713841854222	0.8616734336728493	21.01755025004661
90.54	15.73111507853073	0.8810017835075512	19.20035352161069
90.74	16.2896174423594	0.9731409083883036	17.38315679317477
90.94	16.55847899302089	1.013395132517858	15.56596006473885
91.14	17.38805526869083	1.2223001200938555	13.74876333630293
91.34	18.1117856076141	1.0184907307011937	13.47314916942002
91.54	18.53390449315344	1.2065616461747641	14.22525671023876
91.74	18.92411996495465	1.3005741186724595	14.9773642510575
91.94	19.90212327582811	1.3379828996827658	15.72947179187624
92.14	20.5452413848078	1.2720208032709568	16.48157933269498
92.34	20.88380253274454	1.3334120098798419	16.21514249995944
92.54	21.33228383720263	1.5234233737907	15.26967608485428
92.74	21.84740928026541	1.4210746762908677	14.32420966974916
